Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA20,SMA50,SMA200,BB_upper,BB_middle,BB_lower,RSI,MACD,Signal,MACD_Hist,Momentum,Stoch_K,Stoch_D,Buy_Signal,Sell_Signal
2024-11-12 00:00:00+03:00,175.10000610351562,177.1999969482422,173.6999969482422,175.1999969482422,14456258,0.0,0.0,172.05499801635742,177.53799926757813,195.39932525634765,183.80684496618642,172.05499801635742,160.30315106652841,52.32561353053768,-2.3773094053913724,-3.393663383748275,1.0163539783569027,2.8000030517578125,85.71428571428571,81.84126556235198,False,False
2024-11-13 00:00:00+03:00,174.39999389648438,186.5,171.60000610351562,182.89999389648438,35821198,0.0,0.0,172.17499771118165,177.30599914550783,195.5708992767334,184.31202710277586,172.17499771118165,160.03796831958743,59.948809712629746,-1.2306484269654447,-2.961060392391709,1.7304119654262644,9.899993896484375,86.31176545329332,88.38964191635074,False,False
2024-11-14 00:00:00+03:00,184.6999969482422,188.3000030517578,182.6999969482422,185.0,23343661,0.0,0.0,172.31499786376952,177.1659991455078,195.76789924621582,184.96510051483722,172.31499786376952,159.66489521270182,61.74540509211081,-0.150720980602415,-2.3989925100338505,2.2482715294314355,16.0,88.25621944848993,86.76075687202297,False,False
2024-11-15 00:00:00+03:00,185.10000610351562,187.39999389648438,184.1999969482422,185.6999969482422,15622156,0.0,0.0,172.49999771118163,177.1159991455078,195.9578066253662,185.8026284333692,172.49999771118163,159.19736698899408,62.35164033872,0.7529338519417763,-1.7686072376387252,2.5215410895805013,18.199996948242188,90.74731124990633,88.43843205056318,False,False
2024-11-18 00:00:00+03:00,186.0,190.3000030517578,183.5,188.6999969482422,17369049,0.0,0.0,173.10999755859376,177.15999908447264,196.15693618774415,188.10198129222817,173.10999755859376,158.11801382495935,64.91763764808314,1.6916613264201317,-1.0765535248269538,2.7682148512470857,26.599990844726562,94.6843661824748,91.22929896029035,False,False
2024-11-19 00:00:00+03:00,189.89999389648438,190.10000610351562,182.8000030517578,185.8000030517578,21040462,0.0,0.0,173.86499786376953,177.30199920654297,196.31556579589844,189.78746945963752,173.86499786376953,157.94252626790154,60.61670191049168,2.176514833754311,-0.4259398531107008,2.602454686865012,24.100006103515625,85.04983691855661,90.16050478364592,False,False
2024-11-20 00:00:00+03:00,186.6999969482422,189.3000030517578,182.10000610351562,183.60000610351562,19112334,0.0,0.0,174.30499801635742,177.42799926757812,196.4521213531494,190.7831633065038,174.30499801635742,157.82683272621102,57.50420092970707,2.3560838953814027,0.13046489658771987,2.2256189987936827,18.900009155273438,77.74087843969028,85.82502718024057,False,False
2024-11-21 00:00:00+03:00,184.5,189.89999389648438,184.10000610351562,188.60000610351562,25079652,0.0,0.0,175.239998626709,177.75399932861328,196.60934356689452,192.70486810080232,175.239998626709,157.77512915261568,62.24861604118621,2.8687823465663485,0.6781283865834457,2.1906539599829027,24.20001220703125,94.35217075240516,85.71429537021736,False,False
2024-11-22 00:00:00+03:00,188.8000030517578,194.39999389648438,186.6999969482422,194.3000030517578,28760624,0.0,0.0,176.26999893188477,178.16399932861327,196.8071028137207,195.5821840991595,176.26999893188477,156.95781376461005,66.79926818943379,3.69247710223695,1.2809981297141466,2.4114789725228034,22.900009155273438,99.70762908289761,90.60022609166435,False,False
2024-11-25 00:00:00+03:00,196.1999969482422,198.60000610351562,195.6999969482422,195.6999969482422,17524750,0.0,0.0,177.40999908447264,178.57399932861327,196.96756576538087,198.40989604467006,177.40999908447264,156.41010212427523,67.82514122259036,4.407422909935036,1.9062830857583246,2.5011398241767115,19.199996948242188,92.44789462537099,95.50256482022458,False,False
2024-11-26 00:00:00+03:00,196.0,198.39999389648438,195.6999969482422,198.0,18921134,0.0,0.0,178.68999938964845,179.09399932861328,197.1366397857666,201.36623510807084,178.68999938964845,156.01376367122606,69.49290218906737,5.1008146219762125,2.5451893930019023,2.55562522897431,22.800003051757812,98.38273314068601,96.84608561631819,False,False
2024-11-27 00:00:00+03:00,200.60000610351562,201.89999389648438,196.3000030517578,199.5,20185663,0.0,0.0,180.01499938964844,179.5239993286133,197.31947311401368,204.24979199918357,180.01499938964844,155.7802067801133,70.56451020254946,5.705599414920414,3.1772713973856046,2.5283280175348093,16.600006103515625,94.04467835371625,94.95843537325776,False,False
2024-11-28 00:00:00+03:00,199.0,201.0,198.39999389648438,201.0,10956551,0.0,0.0,181.61499938964843,179.97199920654296,197.50306564331055,206.93086754856563,181.61499938964843,156.29913123073123,71.63742538982456,6.234070698111225,3.788631257530729,2.445439440580496,16.0,97.0684234985375,96.49861166431326,False,False
2024-11-29 00:00:00+03:00,201.60000610351562,207.8000030517578,195.8000030517578,200.5,37305267,0.0,0.0,183.26499938964844,180.2639993286133,197.69571380615236,208.9843537496691,183.26499938964844,157.54564502962776,70.71219082729544,6.5371855701483526,4.338342120054254,2.198843450094099,14.800003051757812,79.8342440133485,90.31578195520075,False,False
2024-12-02 00:00:00+03:00,195.3000030517578,196.5,193.5,194.5,18238574,0.0,0.0,184.88499908447267,180.43999938964845,197.84921379089354,209.10567727964096,184.88499908447267,160.66432088930438,60.59790110166236,6.221538412113063,4.714981378466016,1.5065570336470469,5.8000030517578125,63.2596569807069,80.05410816419763,False,False
2024-12-03 00:00:00+03:00,195.1999969482422,199.0,193.0,194.6999969482422,25961100,0.0,0.0,186.53499908447264,180.63199920654296,197.99119522094728,208.61461013257892,186.53499908447264,164.45538803636637,60.79917760404165,5.9192899575336355,4.95584309427954,0.9634468632540951,8.899993896484375,49.02720755221089,64.04036951542209,False,False
2024-12-04 00:00:00+03:00,195.0,202.60000610351562,195.0,198.60000610351562,28199447,0.0,0.0,188.22999954223633,180.79199920654298,198.1531581878662,208.4729373982999,188.22999954223633,167.98706168617275,64.59704798002355,5.926141158411696,5.149902707105972,0.7762384513057237,15.0,64.20234225408558,58.829735595667785,True,False
2024-12-05 00:00:00+03:00,199.39999389648438,199.6999969482422,196.5,198.3000030517578,11036764,0.0,0.0,189.925,181.01199920654298,198.3280655670166,207.38900833595238,189.925,172.46099166404764,64.08273119017818,5.840042668835025,5.287930699451783,0.5521119693832421,9.699996948242188,63.03501506582951,58.75485495737532,False,False
2024-12-06 00:00:00+03:00,201.0,202.10000610351562,199.1999969482422,200.0,19453142,0.0,0.0,191.3550003051758,181.28199920654296,198.50232482910155,207.11818330988467,191.3550003051758,175.59181730046691,65.74700118203431,5.841645686618108,5.398673696885048,0.44297198973305996,5.6999969482421875,69.64978996897776,65.6290490962976,True,False
2024-12-09 00:00:00+03:00,201.3000030517578,202.89999389648438,199.89999389648438,200.6999969482422,22031704,0.0,0.0,192.56500015258788,181.55199920654297,198.67286186218263,207.26034382177173,192.56500015258788,177.86965648340404,66.43663517368753,5.832170363810832,5.485373030270205,0.3467973335406267,5.0,72.37351382642383,68.3527729537437,True,False
2024-12-10 00:00:00+03:00,200.89999389648438,201.39999389648438,195.39999389648438,195.39999389648438,20582650,0.0,0.0,193.575,181.6959991455078,198.82604698181152,205.95124730831319,193.575,181.1987526916868,57.06798069984267,5.335490931684205,5.455396610553006,-0.11990567886880044,-2.600006103515625,47.67927952753117,63.23419444097758,False,False
2024-12-11 00:00:00+03:00,196.89999389648438,198.1999969482422,195.0,195.1999969482422,17681855,0.0,0.0,194.19000015258788,181.9259991455078,198.9671580505371,205.56521745337545,194.19000015258788,182.81478285180032,56.7428092858898,4.869597136492331,5.338236715740871,-0.4686395792485403,-4.3000030517578125,40.28434853667532,53.44571396354343,False,False
2024-12-12 00:00:00+03:00,196.5,198.89999389648438,195.39999389648438,196.0,12773141,0.0,0.0,194.7400001525879,182.35199920654296,199.0968617248535,205.32062243904863,194.7400001525879,184.15937786612716,57.779143534562415,4.512904553089157,5.173170283210529,-0.6602657301213712,-5.0,20.2702660905444,36.07796471825029,False,False
2024-12-13 00:00:00+03:00,195.5,197.0,194.1999969482422,196.8000030517578,11832160,0.0,0.0,195.29500045776368,182.85799926757812,199.24308395385742,205.05316921095553,195.29500045776368,185.53683170457182,58.84106011852662,4.245833347393955,4.987702896047214,-0.7418695486532592,-3.6999969482421875,25.675691001337206,28.743435209518967,False,False
2024-12-16 00:00:00+03:00,197.60000610351562,197.89999389648438,194.3000030517578,194.3000030517578,10449748,0.0,0.0,195.57500076293945,183.21799926757814,199.37006546020507,204.87056133999164,195.57500076293945,186.27944018588727,54.24918926618874,3.7887737606254177,4.747917068962855,-0.9591433083374374,-0.1999969482421875,8.783802592550208,18.24325322814393,False,False
2024-12-17 00:00:00+03:00,194.39999389648438,195.6999969482422,192.3000030517578,194.0,15002018,0.0,0.0,195.98500061035156,183.54999938964843,199.499398727417,204.1777447398887,195.98500061035156,187.79225648081442,53.70754416726398,3.3635698664571123,4.471047628461706,-1.107477762004594,-0.6999969482421875,10.96772224672379,15.142405280203732,False,False
2024-12-18 00:00:00+03:00,194.0,194.1999969482422,189.5,189.5,14099779,0.0,0.0,196.28000030517578,183.75799926757813,199.60478759765624,202.95131096265985,196.28000030517578,189.6086896476917,46.24838814379635,2.633127272832894,4.103463557335944,-1.47033628450305,-9.100006103515625,0.0,6.5838416130913275,False,False
